12:11:30.010 [http-nio-8080-exec-3] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [org.springframework.web.bind.MethodArgumentNotValidException: Validation failed for argument [0] in public com.learnium.model.Enrollment com.learnium.controller.EnrollmentController.createEnrollment(com.learnium.model.Enrollment): [Field error in object 'enrollment' on field 'courseCode': rejected value []; codes [NotBlank.enrollment.courseCode,NotBlank.courseCode,NotBlank.java.lang.String,NotBlank]; arguments [org.springframework.context.support.DefaultMessageSourceResolvable: codes [enrollment.courseCode,courseCode]; arguments []; default message [courseCode]]; default message [Course Code is mandatory]] ]
11:41:41.063 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
11:41:41.106 [restartedMain] INFO  c.l.SpringbootMongoAtlasApplication - Starting SpringbootMongoAtlasApplication using Java 21.0.1 with PID 22052 (C:\Users\ubala\Desktop\New folder\Course_Catalog_Backend\springboot-mongo-atlas\target\classes started by ubala in C:\Users\ubala\Desktop\New folder\Course_Catalog_Backend)
11:41:41.106 [restartedMain] DEBUG c.l.SpringbootMongoAtlasApplication - Running with Spring Boot v3.2.3, Spring v6.1.4
11:41:41.107 [restartedMain] INFO  c.l.SpringbootMongoAtlasApplication - No active profile set, falling back to 1 default profile: "default"
11:41:41.158 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
11:41:41.158 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
11:41:42.010 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
11:41:42.058 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44 ms. Found 7 MongoDB repository interfaces.
11:41:42.667 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
11:41:42.694 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:41:42.700 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:41:42.700 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
11:41:42.770 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:41:42.771 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1612 ms
11:41:43.474 [restartedMain] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "SpringbootProduction"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.11.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Oracle Corporation/21.0.1+12-LTS-29"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='admin', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@45b74511, com.mongodb.Jep395RecordCodecProvider@3e4e8944, com.mongodb.KotlinCodecProvider@42562e28]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=springbootproduction.sliox25.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-qmgjrn-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='SpringbootProduction', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null}
11:41:43.901 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-srv-springbootproduction.sliox25.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017 to client view of cluster
11:41:43.931 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-srv-springbootproduction.sliox25.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017 to client view of cluster
11:41:43.934 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-srv-springbootproduction.sliox25.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017 to client view of cluster
11:41:43.958 [restartedMain] DEBUG com.learnium.filter.JwtAuthFilter - Filter 'jwtAuthFilter' configured for use
11:41:43.982 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
11:41:44.941 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5e1dd0d3, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6b6408f5, org.springframework.security.web.context.SecurityContextHolderFilter@72e32813, org.springframework.security.web.header.HeaderWriterFilter@3c8a1968, org.springframework.web.filter.CorsFilter@d9a550e, org.springframework.security.web.authentication.logout.LogoutFilter@405938f7, com.learnium.filter.JwtAuthFilter@69822ed8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6604de23, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2137ceda, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1084208, org.springframework.security.web.session.SessionManagementFilter@5f43562d, org.springframework.security.web.access.ExceptionTranslationFilter@3b731344, org.springframework.security.web.access.intercept.AuthorizationFilter@2bb3cffa]
11:41:45.265 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:41:45.299 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
11:41:45.311 [restartedMain] INFO  c.l.SpringbootMongoAtlasApplication - Started SpringbootMongoAtlasApplication in 4.598 seconds (process running for 5.325)
11:41:45.631 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=834509700, setName='atlas-qmgjrn-shard-0', canonicalAddress=ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017, hosts=[ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017, ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017, ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017], passives=[], arbiters=[], primary='ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=14, topologyVersion=TopologyVersion{processId=6621443b0586f75ce8629c24, counter=4}, lastWriteDate=Sun Apr 21 11:41:46 IST 2024, lastUpdateTimeNanos=3589401623300}
11:41:45.631 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=834442500, setName='atlas-qmgjrn-shard-0', canonicalAddress=ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017, hosts=[ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017, ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017, ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017], passives=[], arbiters=[], primary='ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000023, setVersion=14, topologyVersion=TopologyVersion{processId=662146700a212a7f9e722c17, counter=6}, lastWriteDate=Sun Apr 21 11:41:46 IST 2024, lastUpdateTimeNanos=3589401623300}
11:41:45.631 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=21, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=834378400, setName='atlas-qmgjrn-shard-0', canonicalAddress=ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017, hosts=[ac-amm1qbu-shard-00-00.sliox25.mongodb.net:27017, ac-amm1qbu-shard-00-01.sliox25.mongodb.net:27017, ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017], passives=[], arbiters=[], primary='ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=14, topologyVersion=TopologyVersion{processId=662147ae3b04cec39e4a4da4, counter=3}, lastWriteDate=Sun Apr 21 11:41:46 IST 2024, lastUpdateTimeNanos=3589401623300}
11:41:45.635 [cluster-ClusterId{value='6624ae1f253c417b2da043f5', description='SpringbootProduction'}-ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-amm1qbu-shard-00-02.sliox25.mongodb.net:27017 with max election id 7fffffff0000000000000023 and max set version 14
